Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
"Anggota DPR ini pamer DUNGU & BIADAB Islam, Quran merintahkan penggal kafir, dia laksanakan, dia bisa bilang HAM",1,1,0,1,1,0,0,0,0,0,1,0
Penghina Keluarga Jokowi Langsung Diciduk Giliran Penghina Prabowo SBY dibiarin aja,1,0,1,0,0,0,0,0,1,1,0,0
USER bani koplak mana nich kok gak dukung siwanbango bego',1,1,0,1,0,0,0,0,1,0,1,0
"Dalam perbincangan terakhirnya dengan Presiden,",0,0,0,0,0,0,0,0,0,0,0,0
Hahahahhahaa silvy ohh silvy cacingan amat loe ahhh wkwkwkwkwkk #DebatFinalPilkadaJKT,1,1,1,0,0,0,0,0,1,1,0,0
USER Ayok kawan kita berangkat\nNaek delman atau onta\xf0\x9f\x98\x82',0,0,0,0,0,0,0,0,0,0,0,0
Gubernur yang patuh lapor LHKPN #GanjarYasin1 #KamiGanjarYasin,0,0,0,0,0,0,0,0,0,0,0,0
"USER mau bukti ke RADIKAL an HTI dan FPI?!; apa kurang bukti di setiap orasi-orasinya HTI dan FPI selalu memfitnah dan caci maki terhadap pemerintah,POLRI bahkan ULAMA'/KYAI-KYAI!!! ; dasar otak bebek pura-pura buta dan tuli dengan isi otak junj",1,1,0,1,1,0,1,0,0,0,1,0
"USER Sebenarnya maksud dari jor joran 'pinjaman' ajaib itu adalah.. \n1. Merebut simpati rakyat, yg di bombardir media, 51% freeport milik Indonesia. \n2. Isyu got sulit digoreng, karena sudah bertransformasi jd rezim, mainlah teknologi 'got' tin",0,0,0,0,0,0,0,0,0,0,0,0
"USER 6 jam perjalanan bang, tapi di sini adem \xf0\x9f\x98\x8c\n\nWkwkwk ((( naik onta ))) \xf0\x9f\xa4\xa3'",0,0,0,0,0,0,0,0,0,0,0,0
Bahas Islam merusak nilai USER penguatan karakter melalui revitalisasi pendidikan nilai,1,0,0,1,1,0,0,0,0,0,1,0
bagus....nanti dipakai untuk petisi lengserkan Jokowi ya KembalikanAhokKeCipinang,1,0,1,0,0,0,0,0,1,1,0,0
RT USER Semoga dimasa depan etnis cina di Indonesia tetap tdk menduduki pemerintahan.. bisa jadi kayak Singapur :),1,0,0,1,0,1,0,0,0,0,1,0
Monyet beneran mati ini mah:)) USER URL,0,1,0,0,0,0,0,0,0,0,0,0
Sepandai pandainya kita menyembunyikan bangkai pasti akan tercium juga baunya haha \xf0\x9f\x99\x8a',0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER trus Islam ga punya kitab suci?; kok logika lu jatuh ke palung jawa gitu modelnya; tau arti kata fiksi menurut kbbi belum?,0,0,0,0,0,0,0,0,0,0,0,0
RT USER Mungkin kata USER: yg dilakukan Raja Salman hanya pencitraan,1,0,1,0,0,0,0,0,1,1,0,0
USER Untuk mengedukasi manusya2 udik seperti qm misalnya',1,1,1,0,0,0,0,0,1,1,0,0
"Saya Muslim, Katolik,Budha,Hindu ,Kristen,Jawa,Sumatra,Papua tidak masalah, konsekuensiny anda bukan Muslim, Jawa dst. karena itu semua kebhinekaan kita. \nTapi kalo saya NKRI ,Pancasila konsekuensinya selain itu bukan orang Indonesia ...'",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER Tolol...apa hubungannya dgn rumahtangga?urus saja kerjaanmu,gk usah banyak cakap.kamu jadi menteri di PECAT,jd gubernur,malah membuat jakarta semakin gk karuan.sebentar lagi juga hancur tuh jakarta....'",1,1,1,0,0,0,0,0,1,1,0,0
bi dorong pembiayaan syariah untuk pembangunan,0,0,0,0,0,0,0,0,0,0,0,0
"Moga2 berkah untuk semuanya, tapi mohon perhatian untuk sektor2 lain yang mana dunia usaha merasa masih dipersulit, di takut2i, mohon Bapak Presiden blusukan juga ke lkpp yang dirasa sangat menghambat, ke depkes, polisi masih juga suka mengganggu.",0,0,0,0,0,0,0,0,0,0,0,0
Nih ya gue jelasin. \n\nCowo. Burungnya gaada. Jadi cewe. Cewenya bernada2. \n\nSIAPA LAGI TRANSGENDER DI INDONESIA YG NYANYI? URL,1,0,1,0,0,0,0,1,0,1,0,0
USER USER Indonesia sedang di jajah cina...,1,0,0,1,0,1,0,0,0,0,1,0
RT USER Bubarkan DPR gak butuh,1,0,0,1,0,0,0,0,1,0,0,1
USER NGAKAK NGAPAIN NANYA SAMA GW TAE MINTA DIGAMPAR',1,1,1,0,0,0,0,0,1,1,0,0
"USER Bung Fadly, timbang kadar Iman seseorang pake apa, timbangan sayur? Jgn2 kadar iman pak TGB lbh tinggi dr fadly yg drg bawa bunga ke makam pendiri Sosialis Komunis?'",0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER Cocot cocot cocot. 2019 bubarin grindra',1,1,0,1,0,0,0,0,1,0,1,0
USER Ayoo ngewe',0,1,0,0,0,0,0,0,0,0,0,0
USER yang sampe Januari 1998 masih bilang Anti-Suharto gerakan Komunis yah?',0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER Gak usah sok bijak. Smua mata sdh liat gimana kebobrokan hukum saat ini. Rakyat sdh bisa menilai loh. Gk bego. Kita lihat nanti #2019GantiPresiden',0,1,0,0,0,0,0,0,0,0,0,0
RT USER: USER Burma dan Budha memang teroris sebenarnya,1,0,0,1,1,0,0,0,0,0,1,0
Hooo keliatan mana yg bego sekarang hahaha',0,1,0,0,0,0,0,0,0,0,0,0
"USER Wkwkwk, ke trigger jg bani onta'",1,1,1,0,0,0,0,0,1,1,0,0
"Brengsek jg ya mantan gue. One thing bout her yg gue suka, mulutnya emang ga pernah difilter so gue pasti dpt jawaban jujur dr dia'",1,1,1,0,0,0,0,0,1,1,0,0
Ustadz USER memang penggemar &amp; penggerak olah raga bersepeda di Bekasi. MantaPKS! #20TahunPKS #Asyik,0,0,0,0,0,0,0,0,0,0,0,0
USER Hehehe emang kampang fandom itu',0,1,0,0,0,0,0,0,0,0,0,0
USER naek onta kapan nyampe nya\xf0\x9f\x98\xa5',0,0,0,0,0,0,0,0,0,0,0,0
"USER Kalau orang2 yang bawa bom ngaku cuma ""ngetes pak pol"" ... Boleh juga Kali ya pak..hehe, apa kabar pa Ronald'",0,0,0,0,0,0,0,0,0,0,0,0
USER USER Akhlak mulia presiden USER kl bertemu kiai dan pinisepuh maka ia tak akan menggulung lengan kemejanya. Karena mereka memang sngat pantas dihormati.. .. *tabik,0,0,0,0,0,0,0,0,0,0,0,0
ios asw napada ]]',0,1,0,0,0,0,0,0,0,0,0,0
USER Yaudah gwe mau demo minta pak Jokowi ngekick palkjihun dari dunia.,1,0,1,0,0,0,0,0,1,1,0,0
"USER Jele lo, udik.'",1,1,1,0,0,0,0,0,1,1,0,0
USER Sy jg muak sm lu yg fitnah prabowo,1,0,1,0,0,0,0,0,1,1,0,0
"USER Aku ada kok.. di Kota Salatiga, Jawa Tengah. SMA Kristen 1 Salatiga'",0,0,0,0,0,0,0,0,0,0,0,0
"#IklanAhokJahat baru ada direzim jokopret,setan,iblis,dajjal dibangkitkan dr kuburnya. Mereka gembira berpesta pora setelah lama dibelenggu",1,1,0,1,0,0,0,0,1,0,1,0
"USER Maraknya org\xc2\xb2 sipit masuk ke Indonesia hanya pengalihan. Hati\xc2\xb2lah justru kepada Syi'ah rafidhah, biang keroknya segala pemberontakan/kudeta negara\xc2\xb2 muslim ahlussunah di dunia""",1,0,0,1,1,1,0,0,0,0,1,0
Ketua DPR Dorong Inspirasi Kreatif Pemerintah Sesuai BudayaÂ Pancasila,0,0,0,0,0,0,0,0,0,0,0,0
"Gubernur Ahmad Heryawan mengukir sejarah. Bandara super megah ""Kertajati"" dibangun dengan biaya mandiri tanpa menggunakan APBN, murni dikelola oleh Pemprov #JawaBarat. Ini sejarah baru infrastruktur bagi Indonesia.;",0,0,0,0,0,0,0,0,0,0,0,0
"Kristen Nusantara bukanlah suatu aliran baru dalam kekristenan. Tapi suatu gerakan utk mencegah faham radikalisme di bumiNusantara. Sperti halnya NU. Jgn biarkan hanya NU pemain tunggal mencegah faham radikalisme di NKRi tercinta ini., kita juga mari ter",0,0,0,0,0,0,0,0,0,0,0,0
USER kaya TAI',1,1,1,0,0,0,0,0,1,1,0,0
"&lt; bertanya-tanya, apa yang dirinya lakukan di kehidupan sebelumnya sampai-sampai harus bertemu dengan pria asing dan nenyebalkan ini? \n\nDi samping nada bicara sang teruna, Angie juga tidak senang dengan cara pria itu memanggilnya 'non'. Ia mengerti",0,0,0,0,0,0,0,0,0,0,0,0
RT USER Juga jago bakar isu PKI Komunis,1,0,1,0,0,1,0,0,0,1,0,0
"WASPADA JATENG!!!; Indikasi akan ada mobilisasi massa dri luar jateng untk tamasya pilkada!!!; ; ""Temuan Panwas Brebes, Ada 1 NKK dengan 946 Anggota Keluarga""; USER; USER USER USER USER USER USER",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER Si joko pngen ttep populer buat pro-nas d jkt, si ahok jga g mw klah buat jga proyek2 lain d jkt, akhirnya 1 pmbngunan blom slsai tp udh bngun lgi yg lain d ruas2 utama yg sling brdekatan. Skrg cebong guoblok mlah nyalahin ani",1,1,1,0,0,0,0,0,1,1,0,0
Bilang sama suami elo USER jangan cengeng suka blok orang oke. Katanya politisi top mantan timses kafir penista agama tapi kok kelakuan cemen. Katanya liberal tapi kok partisan ngehek.,0,0,0,0,0,0,0,0,0,0,0,0
MEMANG ANAK ANJING KAMPANG',1,1,1,0,0,0,0,0,1,1,0,0
USER .... bani kampret .... bani kecebong........ pilih bani adam lah...... soale manusia',1,1,0,1,0,0,0,0,1,0,1,0
USER USER Kalau gw guna kan kampret kaga bisa ngeliat bro siang hari gimame si lollll',0,1,0,0,0,0,0,0,0,0,0,0
"RT USER: Hei kunyuk USER, supaya ente paham ya? Prabowo Subianto jadi capres aja udah salah apalagi jadi presiden?! PS mem\xe2\x80\xa6'",1,1,1,0,0,0,0,0,1,1,0,0
Presiden Joko Widodo memutuskan untuk lebih realisitis dalam mengejar pembangunan Proyek Strategis Nasional (PSN).â?¦â?¦,0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER USER USER REZIM SALES REZIM PENIPU PENCITRAAN SEMUA PALSU',1,1,0,1,0,0,0,0,1,0,1,0
USER Jijik gua cowo2 pake baju pink2\n\nPERNAH GUA NONTON VIDKEP KAN YA. GUA KIRA CEWE. KAKINYA MUNGIL. PAKE KAOS KAKI YANG SEPAHA ITU WARNA PINK. PAKE BAJU PINK YANG PANJANG SAMPE SEPAHA\n\nPAS DIBUKA ISINYA TITIT. ASUUUUU',0,1,0,0,0,0,0,0,0,0,0,0
"USER Sungguh""rezim KOPLAK..indonesia sedang sekarat..umat muslim sdg di pilah""oleh Allah SWT..antara golongan muslimin dan munafiqun.",1,0,0,1,1,0,0,0,0,0,1,0
USER USER USER USER Jancuk \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,1,0,0,0,0,0,0,0,0,0,0
kalian ni ngapa sih nyinyirin yg hijrah padahal kan mrk cm maw nutupin koreng',1,1,1,0,0,0,0,0,1,1,0,0
RT USER pakai paksa-paksa jokowi balikin semua penduduk rakhin. Emang prabowo pengangguran. Banyak politikus nganggur jadi omongnya ngawur,1,0,1,0,0,0,0,0,1,1,0,0
USER ntar jatohnya musyrik tar ak masuk neraka:((,0,0,0,0,0,0,0,0,0,0,0,0
Mendampingi JOKOWI Di HARLAH PMII Di BANDUNG.. CAK IMIN Balik JAKARTA dengan PESAWAT KEPRESIDENAN BERSAMA PRESIDEN.. JOIN 2019; ; #CakIminTheNextWapres; #JOIN2019; ; USER USER; USER USER USER USER USER USER,0,0,0,0,0,0,0,0,0,0,0,0
"USER Secara teknis dia baik mau balikin lu straight tapi cuma cara dia aja yg ga etis..gua bilang sama lu gimana sakitnya mantan ketika putus sama elu dia ada di jalur yg salah,hey bro gua ngalamin kok,setelah gua sama mantan gua putus,mantan gu",0,0,0,0,0,0,0,0,0,0,0,0
USER Jualab kaos nggk laku kembali ke isu pki. Duhh gimana bisa maju',0,0,0,0,0,0,0,0,0,0,0,0
Jokowi USER Adalah Ahok Yang Tertunda siap-siap dipenjara juga ya pak URL,1,0,1,0,0,0,0,0,1,1,0,0
"Rela Antre, Ribuan Pelamar Berburu Lowongan Kerja di Gedung Smesco",0,0,0,0,0,0,0,0,0,0,0,0
Mengapa menggunakan bahasa Arab? Bukankah Tuhan YME menurut Pancasila berbahasa Indonesia?,1,0,0,1,1,0,0,0,0,0,1,0
USER Tapi perdebatan spt ini memang tidak dapat dihindari. Sejarah gereja pun mencatat perpecahan pertama dalam gereja terjadi waktu konsili yerusalem karena hal ini: Apakah tradisi yahudi merupakan bagian dari ajaran kristiani atau tidak?',0,0,0,0,0,0,0,0,0,0,0,0
Pantesan tim sukses Anies-Sandi ini kalo ngetwit ngaco sok jagoan,1,0,0,1,0,0,0,0,1,0,1,0
"USER Apa kabar Boss-boss partai yang dia dukung ya? \nMenteri\xe2\x82\x82 perempuan? Komunis? \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\n\nMungkin dia belum makan, Pak.'",0,0,0,0,0,0,0,0,0,0,0,0
"cari yeoja yg chara seksi lonte, suka spam pic charanya, yg mau ngentot. Rep / like ya - draxe'",0,1,0,0,0,0,0,0,0,0,0,0
"USER Tiap berkicau makin keliatan tolol dan gobloknya, lbh tolol lg yg milih dia'",1,1,0,1,0,0,0,0,1,0,1,0
USER Oii turo bom? Kajakkk',0,0,0,0,0,0,0,0,0,0,0,0
"Inggrid Widjanarko Mengabdikan Hidup untuk Seni, Budaya danÂ Sosial",0,0,0,0,0,0,0,0,0,0,0,0
"USER Setahu saya prambanan adalah candi hindu. (kelompok candi dieng, candi ungaran gedong songo dll). Borobudur adalah candi budha (kelompok sewu kalasan mendut dll).'",0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER Waduh wanginya kek mbak kunti dong',0,0,0,0,0,0,0,0,0,0,0,0
USER USER Bong dungu.. Cuma video 31 detik langsung ambil kesimpulan.. Kagak heran dah klo lu d sbut dungu sekolam..',1,1,1,0,0,0,0,0,1,1,0,0
"Buat kalian yg pengen tau budaya Baduy, gue rencana Sabtu-minggu 14-15 April 2018 ke sana... palingan habis Rp300.000 an lah... kalo mau, kontak gue aja, kita jalan bareng. tp bkn #MaleTrip yaa; ;",0,0,0,0,0,0,0,0,0,0,0,0
USER USER Hahahahaha... \nga ada orderan demo.. \nga ada nasi bungkus.. \nga ada perbaikan gizi.. \nTETAP IDIOT..!',0,1,0,0,0,0,0,0,0,0,0,0
USER USER Ketika generasi tinja sangat bahagia pemimpin nya bisa berkoar koar anti aseng di jaman pilkada dan ketika selesai pilkada pengikutnya membela bahwa tinja nya aseng enak',1,1,0,1,0,0,0,0,1,0,1,0
USER Betul..anak anak PKI mulai muncul mengikuti jejak bapaknya.,1,0,0,1,0,1,0,0,0,0,1,0
Sang maestro dan sang Capres/ cawapres RI 1 nih yg Pintar dan pro wong cillik dan tdk otoriter,0,0,0,0,0,0,0,0,0,0,0,0
banyak lagi yg dihadapai Bung karno sampai beliau jatuh dari jabatanya demi kedaulatan Indonesia. itu dikarenakan Dia yang keras menolak modal asing. #Freeport51',0,0,0,0,0,0,0,0,0,0,0,0
"Ava uda jele gaje gini aja kalo ngetweet sa*** tetep rame yak.\nSet dah, emang kntl tu punya kepala tapi ga punya mata.'",0,1,0,0,0,0,0,0,0,0,0,0
"USER Hahahahahah babi migraine aku plak tweet, caring betul dkt babi. Ye lahh hg reply tweet aku lepas keluarkan brim td ni. Good timing'",1,1,1,0,0,0,0,0,1,1,0,0
"untung2an dan jangan sampai kami ngaku Komunis, ngaku Atheis,...'",0,0,0,0,0,0,0,0,0,0,0,0
USER Menurut saya ente bule di rezim Jokowi ini cuma ada dua pilihan beri saham 51.38% atau 2021 angkat kaki dari bumi NKRI ..',0,0,0,0,0,0,0,0,0,0,0,0
"USER USER PALESTINA BELUM ADA Fakta : 29 November 1947 PBB menyetujui mengakhiri Mandat Britania Raya untuk Palestina. Dengan Resolusi PBB 181 yang didukung 33 negara, 13 negara menolak, dan 10 lainnya netral, wilayah tanah Palestin",0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER inherit agama bro.. nasib terberanak dlm islam.. ð???ð???.; ; kalau tak ntah. kahkahkah,0,0,0,0,0,0,0,0,0,0,0,0
RT USER makin lama bikin puyeng kepala itu pak prabowo sama amin rais itu om nada-nada bicaranya nggak bermutu.sama sekali,1,0,1,0,0,0,0,0,1,1,0,0
USER USER ganyang pki. mari kita dukung prabowo untuk 2019,1,0,0,1,0,1,0,0,0,0,0,1
USER Kalo sehati cacat dong?: (',0,1,0,0,0,0,0,0,0,0,0,0
"USER USER USER USER USER USER USER USER Yang ku khawatirkan...\n\nKlo sampai TKA ini angkat senjata, atau ""menguasai"" desa (cuma tempat singgahan/markas (mungkin)...\n\nWilayah Indonesia Timur langs",0,0,0,0,0,0,0,0,0,0,0,0
USER Ternyata dgn d takut2inya oleh tim komunis akn d KPK kan akhirnya TGB nyerah k pngkuan zionis PKIP..',0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER USER Sama bli senang punya saudara bli, kebetulan saya senang mempelajari Hindu Bali, untuk menambah wawasan.\nDan karya karya Gde Prama juga menarik untuk dibaca perluasan wawasan.'",0,0,0,0,0,0,0,0,0,0,0,0
Adaloh orang yang suka nyinyirin pecun di timeline tapi ngelike postingan akun open BO. \xe2\x98\xba',0,0,0,0,0,0,0,0,0,0,0,0
"USER Pak USER membuang Islam bisa jadi menyakitkan, tapi harus dilakukan demi kebaikan semua manusia",1,0,0,1,1,0,0,0,0,0,0,1
USER USER Etnis cina memang ada yg ikut berjuang tapi lebih sangat banyak yg jadi penghianat jd antek belanda..,1,0,0,1,0,1,0,0,0,0,1,0
USER Lele jamban? Yg kuning kuning dong? :(',0,0,0,0,0,0,0,0,0,0,0,0
"Malam ini Kepala #BPIP menjadi Pembicara bersama Menteri Agama, Rektor UIN Sumut dan Habib Jindan bin Novel dlm Mengaji Indonesia ""Kita Indonesia, Kita Berbudaya"", UIN Sumut, (Medan, 11/4/18)",0,0,0,0,0,0,0,0,0,0,0,0
Bupati Jember Harapkan JFC 2018 jadi Semangat Geliat Ekonomi Kerakyatan.; ; Baca Selengkapnya Di:;,0,0,0,0,0,0,0,0,0,0,0,0
"USER Dari ngebunuh musuh, dari ngebunuh minion, dari ngebunuh turtle, dari ngebunuh monster hutan, dari assist, dari ngancurin turret, dll.\n\nAmbil, lu kata ML atm wkwkwkw kampret XD'",0,1,0,0,0,0,0,0,0,0,0,0
"USER Ahok simulut jamban, tokoh yg punya nilai bahasa indonesia dan norma etika 0, tai kucing'",1,1,1,0,0,0,0,0,1,1,0,0
Mowaa mengatakan bahwa seluruh warga Nias akan memenangkan Djarot-Sihar di Pilkada Sumut 27 Juni nanti.; #NiasPilihDjoss,0,0,0,0,0,0,0,0,0,0,0,0
USER USER Apan jir?dahak?KWKWKW TOLOL',1,1,1,0,0,0,0,0,1,1,0,0
"USER USER Terimakasih jokowi, semoga tahun depan Presiden baru bisa juga ada kebijakan yang lebih baik. Aaminn'",0,0,0,0,0,0,0,0,0,0,0,0
"USER Yah jawabannya goblok mas\n\nJaka Sembung kan bawa sepeda mau sekolah, masa bawa golok,gila nih orang tua nya'",1,1,1,0,0,0,1,0,0,1,0,0
"Hebat itu kalau apa yang diucapkan tidak sampai maksud dan tujuan, terlalu sensi tanpa basa basi, urung ada sepatah kata silaturahmi maupun klarifikasi, perorangan, berjamaah nti selanjutnya viral dan jauh dari budaya toleransi ketimuran, eksistensi sesaat",0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER Jika dulu tanpa Soeharto mungkin komunis sudah menguasai negeri ini. Agama tdk seperti skrng.,0,0,0,0,0,0,0,0,0,0,0,0
UU Antiterorisme sudah disahkan DPR. Kini aparat keamanan sudah memiliki payung hukum utk bertindak tegas dalam memerangi teroris.',0,0,0,0,0,0,0,0,0,0,0,0
RT USER Ahok Taik. \ MENFITNAH\ . Emang lu tukang caci maki perempuannn!! Asuuu AhokPastiTumbang DebatFinalPilkadaJKT,1,1,1,0,0,0,0,0,1,1,0,0
USER USER USER Fungsi GST utk mengurangkan beban kebergantungan kpd hasil petroleum negara..lagipun idea pelaksanaan GST datangnya dari Bank Negara bukan parti BN sendiri #GelombangBiru;,0,0,0,0,0,0,0,0,0,0,0,0
Sikap ketakutan rezim di tunjukan melalui presidential threshold.\n\n#jumatberkah.',0,0,0,0,0,0,0,0,0,0,0,0
USER USER ridwal kamil memang hebat dan top nggak kaya ahok tukang penista agama dan koruptor,1,1,1,0,1,0,0,0,0,1,0,0
RT USER: USER Mereun dititah ku si Gunawan : sia asri ngaku kunyuk jadi aing nu keuna kehed.',0,1,0,0,0,0,0,0,0,0,0,0
"USER Pak USER Muslim selalu mengatakan kebenaran datang dari Allah SWT, yg mana? Muhammad bejad nabi?",1,1,0,1,1,0,0,0,0,0,1,0
Betul itu kelihatannya JK mau main belakang lengserkan jokowi klo berhasil kan dia yg naik gantikan jd presiden seperti pak Harto diganti habibie,1,0,1,0,0,0,0,0,1,1,0,0
"Dulu, tanpa sosmed pun Presiden Soeharto bisa di lengserkan. Apalagi Bapak Jokowi",1,0,1,0,0,0,0,0,1,1,0,0
USER USER cermati deh.. dari pedea mules ke toilet.. ke toilet ngapain klo ga eek? eek darimna???',0,0,0,0,0,0,0,0,0,0,0,0
USER Apasi anjing lu lebay geblek',1,1,1,0,0,0,0,0,1,1,0,0
"Buat pak USER USER ,ambisi kekuasaan boleh dan sah2 sj,masa pak USER dibilang otoriter sih?. URL",1,0,1,0,0,0,0,0,1,1,0,0
ehem USER ... kayaknya sudah saatnya di turunkan pakde USER nih. akal sehatnya ga jalan,1,0,1,0,0,0,0,0,1,1,0,0
"USER Heran juga saya, setan iblis pada kabur dan takut kalo mendengar Azhan, tapi ini mahluk Allah yg satu ini anteng saja denger azhan bahkan pura2 budek kupingnya, kalah dong setan iblis.'",1,1,1,0,0,0,1,0,0,1,0,0
#Kertayu; #Muba; #Sedekah_Bumi; #Lempar_Lemang; #Info_Budaya; Warga Desa Kertayu menggelar tradisi sedekah bumi berupa pembuatan dan pembakaran lemang. Tradisi budaya yang rutin dilaksanakan setiap...,0,0,0,0,0,0,0,0,0,0,0,0
"USER Setelah itu aset negara dijual semua ya pak Ruhut, hebat bener!! Krn itu impor pangan merajalela, BBM naik membabi-buta, 10jt lowongan kerja buat Aseng, itulah hebatnya pak Joko Widodo, bikin rakyat dan negara semakin sengsara. Hancur suda",1,0,1,0,0,0,0,0,1,1,0,0
Ini baru Presiden .; ; Keluhan bupati dn masyarakat pulau samosir masalah kekurangan kapal peri dn pelabuhan langsung di jawab dn di sanggupi .; ; Presiden memerintahkan MENHUB harus menyediakan kapal peri yg bagus thn ini Dn pembangunan pelabuhan nya ..;,0,0,0,0,0,0,0,0,0,0,0,0
"Ekonomi dipegang Gerindra? Bisa hancur negara kita. Masak sarankan cetak uang sebanyak2 utk bayar hutang, jadi gk perlu hutang lg. Malah bs ngutangi negara lain. Bisa2nya bilang biaya produksi cetak uang murah. Ekonomi comberan; ; Para kecoa yg baik, yakin",1,1,0,1,0,0,0,0,1,0,1,0
USER Dulu 98 dollar 12.000 koar-koar minta rezim lengser. Sekarang sudah mau tembus 15.000 malah makin jadi penjilat penguasa. Kasihan rakyat selalu jadi korban propaganda politikus busuk.',1,1,1,0,0,0,0,0,1,1,0,0
USER masi pagu ngajak gelut onta',1,1,1,0,0,0,0,0,1,1,0,0
USER USER Lu aja pling blum pernah ngewe',0,1,0,0,0,0,0,0,0,0,0,0
"Prof. Jeffrey Winters: Jokowi Presiden Terlemah dalam Sejarah Indonesia ; ; Anisa dan Pembahasan Prof Jeffrey Winters ini bagus, walau ini anlisa 2015 lalu, tapi yg menjadi pembahasannya akrg byk yg terjadi.; #2019GantiPresiden; ;",1,0,1,0,0,0,0,0,1,1,0,0
"Dia digendong namun tetap tdk sombong. Dipanggul namun tetap tidak merasa unggul. Dan dihormati namun tetap rendah hati. Dialah USER; ; Kalian tahu siapa mereka yg memanggul Presiden kita? Mereka adlh pasukan elit TNI penjaga kedaulatan NKRI, bukan juru",0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Ooo PKS dan FPI isl,0,0,0,0,0,0,0,0,0,0,0,0
"USER #2019 memang pemilihan presiden,pasti yang banyak prestasinya banyak pengalamanya dan hasilkerjanya terbukti itu yg akan menjadi president.'",0,0,0,0,0,0,0,0,0,0,0,0
USER USER Ya Allah aku berlindung kepada-Mua dari godaan setan yg terkutuk!',0,0,0,0,0,0,0,0,0,0,0,0
Pecun.kelas teri nih\xf0\x9f\x98\x80 URL,1,1,1,0,0,0,0,1,0,1,0,0
"Survey LKPI Pilkada Tapanuli Utara, Petahana Sulit Dikalahkan - Warta Ekonomi",0,0,0,0,0,0,0,0,0,0,0,0
ahok targetkan audit kisruh bantar gebang selesai bulan ini ahok mengatakan audit ini akan digunakan untuk,0,0,0,0,0,0,0,0,0,0,0,0
"Dina islam mh nikah teh teu ribet ngan diperasulit ku jelemana..tong gengsi tong hayang kapuji jelema, lamun sederhana lewih loba berkahna ð???",0,0,0,0,0,0,0,0,0,0,0,0
jongos cina merasa kemerdekaan indonesia cina yang kasih.,1,1,0,1,0,1,0,0,0,0,1,0
Pendapat Profesor - Pemenang Debat Pilkada Jatim,0,0,0,0,0,0,0,0,0,0,0,0
"Wow..gerakan #2019GantiPresiden MENDUNIA...spanduk beredar d Turki ,Jepang,Jerman,Inggris..",0,0,0,0,0,0,0,0,0,0,0,0
kenapaa oh kenapaa diriku brengsek',0,1,0,0,0,0,0,0,0,0,0,0
USER Pak USER menghapus Teroris Islam secara efektif harus dijelaskan Alquran adalah Kitab Teroris,1,1,0,1,1,0,0,0,0,0,1,0
"USER USER USER Jangan biasa main framing urusan data ekonomi, saya paham owq",0,0,0,0,0,0,0,0,0,0,0,0
USER Yawlah itu yang Daniel kalo dibeliin micin yang bego sekelurahan itu',1,1,1,0,0,0,0,0,1,1,0,0
USER Namanya sesuai.\nOrg yahudi sebut Aaron. Arab sebut Harun. Yahudi sebut Yochanan. Arab sebut Yahya.',0,0,0,0,0,0,0,0,0,0,0,0
"Mari ingatkan sekaligus dukung pemerintah, utk tetap kelola ekonomi &amp; kesejahteraan rakyat, meskipun kita berada di tahun politik *SBY*",0,0,0,0,0,0,0,0,0,0,0,0
RT USER USER USER USER USER Prabowo sangat layak jadi calon presiden tapi sangat tidak layak jadi presiden,1,0,1,0,0,0,0,0,1,1,0,0
emang ya anjir kalo ke songgoriti naik motor berdua cewek cowok langsung ditawarin villa.',0,1,0,0,0,0,0,0,0,0,0,0
JKW ERA: Percuma pembangunan duit utang semua..,1,0,1,0,0,0,0,0,1,1,0,0
Beriman kepada Allah SWT yang dungu & biadab? Anda mendungukan & membiadabkan bangsa,1,1,0,1,1,0,0,0,0,0,1,0
RT USER: USER USER USER Klop prabowo pemberontak sekaligus koruptor.,1,0,1,0,0,0,0,0,1,1,0,0
"USER Iya emang, abisnya tiap mau aktif begitu liat timeline asing moodnya tiba tiba ilang :('",0,0,0,0,0,0,0,0,0,0,0,0
USER udik udah mendarah daging di kamu',1,1,1,0,0,0,0,0,1,1,0,0
Nanti ada baju Muslim bertuliskan:; ; #2019GantiPresiden; #2019PrabowoPresiden,1,0,1,0,0,0,0,0,1,1,0,0
